フェニックス,28600,せり・入札,500,0,450,0,50,0,200902
フェニックス,0,相対,27900,4500,18450,1950,800,2200,200902
フェニックス,0,第三者等,200,200,0,0,0,0,200902
レザーファン,40550,せり・入札,9700,600,6800,200,1400,700,200902
レザーファン,0,相対,30550,3600,20070,680,3400,2800,200902
レザーファン,0,第三者等,300,300,0,0,0,0,200902
その他の切葉,178599,せり・入札,46630,6850,19270,5375,4300,10835,200902
その他の切葉,0,相対,129989,7430,94650,8715,5665,13529,200902
その他の切葉,0,第三者等,1970,1575,0,0,375,20,200902
その他の切葉,0,商物分離,10,0,10,0,0,0,200902
どうだんつつじ,3947,せり・入札,495,0,495,0,0,0,200902
どうだんつつじ,0,相対,3452,0,3202,0,0,250,200902
ユーカリ,20557,せり・入札,2554,210,1857,40,0,447,200902
ユーカリ,0,相対,17753,460,14086,362,404,2441,200902
ユーカリ,0,第三者等,250,250,0,0,0,0,200902
その他の切枝,128389,せり・入札,19925,1621,9957,1874,839,5634,200902
その他の切枝,0,相対,106024,4886,74837,4990,3652,17659,200902
その他の切枝,0,第三者等,1578,1292,86,0,160,40,200902
その他の切枝,0,商物分離,862,0,832,0,0,30,200902
ぼさぎく,24,相対,24,0,24,0,0,0,200902
ポットマム,66,相対,66,0,66,0,0,0,200902
エラチオールベゴニア,6,相対,6,0,0,6,0,0,200902
りんどう,205,せり・入札,45,0,45,0,0,0,200902
りんどう,0,相対,160,0,80,80,0,0,200902
カランコエ,62,せり・入札,11,0,11,0,0,0,200902
カランコエ,0,相対,51,0,51,0,0,0,200902
シャコバサボテン,50,せり・入札,45,0,45,0,0,0,200902
シャコバサボテン,0,相対,5,0,5,0,0,0,200902
ファレノプシス,586,せり・入札,229,0,147,50,6,26,200902
ファレノプシス,0,相対,303,0,262,19,12,10,200902
ファレノプシス,0,商物分離,54,0,54,0,0,0,200902
フィロデンドロン,12,せり・入札,4,0,4,0,0,0,200902
フィロデンドロン,0,相対,8,0,8,0,0,0,200902
ポトス,39,せり・入札,39,0,39,0,0,0,200902
アジアンタム,42,せり・入札,24,0,24,0,0,0,200902
アジアンタム,0,相対,18,0,18,0,0,0,200902
マッサンゲアーナ,10,相対,10,0,10,0,0,0,200902
ベンジャミン,36,相対,36,0,36,0,0,0,200902
その他の鉢物,3606,せり・入札,1132,0,1132,0,0,0,200902
その他の鉢物,0,相対,1948,0,1948,0,0,0,200902
その他の鉢物,0,商物分離,526,0,526,0,0,0,200902
その他の苗物,12859,せり・入札,6577,0,6577,0,0,0,200902
その他の苗物,0,相対,6282,0,6234,48,0,0,200902
その他の花き,868,せり・入札,340,0,0,90,250,0,200902
その他の花き,0,相対,528,0,418,110,0,0,200902
バラ(ピ),310,第三者等,310,0,310,0,0,0,200903
その他トルコキョ,310,第三者等,310,0,310,0,0,0,200903
りんどう,1200,第三者等,1200,0,1200,0,0,0,200903
ぼさぎく,1065,せり・入札,663,113,222,0,120,208,200903
ぼさぎく,0,相対,402,16,386,0,0,0,200903
ポットマム,2407,せり・入札,1709,101,578,0,69,961,200903
ポットマム,0,相対,698,12,368,0,0,318,200903
